661 2
496 0.199393 0.128974
478 0.125188 0.0342646
125 0.244708 0.170266
359 0.0278465 0.388635
404 -0.153236 0.352369
571 0.0718593 0.247128
366 -0.0386485 0.448302
13 0.106584 0.296186
105 -0.0787602 0.261078
457 -0.210049 0.505021
603 -0.0401008 0.216165
53 -0.19545 0.176182
379 -0.133511 0.301517
75 -0.249436 0.0329221
453 -0.120723 0.138228
412 0.111781 0.453049
584 -0.0690987 0.369352
221 0.221716 0.171928
206 -0.161191 0.4574
580 -0.124765 0.336852
521 -0.102611 0.354098
103 0.221675 0.194891
322 0.0282508 0.525315
628 -0.147553 0.00176493
37 -0.25714 0.332529
427 0.0453874 -0.00514042
358 -0.0664842 0.51952
195 -0.241376 0.482213
219 0.041256 0.147851
25 0.108046 0.188869
303 0.0373429 0.204396
289 0.00618873 0.364143
102 -0.0227986 0.225603
237 -0.0371608 0.0543935
175 0.183795 0.350941
452 -0.00528959 0.242965
282 0.172154 0.311121
273 -0.132019 0.215844
572 -0.0681499 0.326106
586 0.161794 0.240228
28 -0.0980104 0.278734
191 0.212708 0.13499
36 -0.233284 0.365205
547 0.212734 0.163971
575 0.162148 0.440427
64 0.156577 0.5554
228 -0.00356355 0.333284
12 -0.0267526 -0.010081
280 -0.129756 0.273465
264 -0.180876 0.445977
648 0.149096 0.371836
394 -0.0459864 0.332959
548 0.178166 0.123401
304 -0.0959951 0.320651
233 0.0411009 0.168202
529 0.214119 0.368079
277 -0.220963 0.633097
562 0.152834 0.370202
444 -0.180213 0.481806
428 -0.0987397 0.472922
27 0.0370611 0.570377
98 -0.0603135 0.29474
292 0.17674 0.0498792
333 -0.0762121 0.271785
286 -0.237036 0.360391
226 0.244624 0.23942
436 -0.213654 0.599007
10 -0.0339873 0.22683
607 -0.192832 0.260342
633 0.113395 0.509588
637 0.165364 0.360264
660 -0.113178 0.24882
26 0.00912342 0.450461
420 -0.102095 0.212717
388 0.215734 0.289915
451 0.0264129 0.43113
176 0.03098 0.132154
544 -0.00763391 0.450109
161 -0.0734887 0.159326
310 -0.100141 0.380644
440 -0.242782 0.188076
381 -0.043289 0.115402
650 0.108461 0.448375
408 -0.00457477 0.385358
332 0.199863 0.476034
151 -0.120055 0.49894
494 0.0550737 0.35582
67 0.0490537 0.214973
127 -0.0443243 0.492652
318 -0.146187 0.144141
207 0.137865 0.387746
249 -0.24239 0.149026
387 -0.00710216 0.0103186
211 -0.244621 0.167361
201 -0.0195296 0.145662
117 -0.00185002 0.228703
583 -0.0346764 0.137464
482 0.0288172 0.265711
587 -0.0983267 0.310231
357 -0.0996413 0.174089
284 -0.110535 0.478672
446 0.00608223 0.209781
165 -0.0178763 0.0842045
38 -0.238919 0.605658
465 0.065895 0.407889
566 0.099444 0.255943
248 0.160824 0.448001
588 0.109628 0.260729
591 -0.0875957 0.392536
614 -0.0977089 0.326131
419 -0.0396948 0.371327
657 0.244731 0.0510061
216 0.197754 0.127256
108 -0.199149 0.235357
148 -0.200885 0.44133
405 0.0974362 0.512204
168 -0.0201427 0.386482
242 -0.0677664 0.212388
541 0.140075 0.251952
43 -0.0876192 0.279092
539 0.149024 0.466421
171 -0.144642 0.128039
187 -0.188284 0.300374
107 -0.174714 0.341377
41 0.135983 0.314422
139 0.112086 0.0855756
174 -0.0498187 0.491293
240 -0.0360671 0.413822
414 0.0338292 0.261017
455 0.0351762 0.188995
106 0.0499278 0.466173
96 -0.0319711 0.239087
23 -0.0903413 0.300607
643 0.12773 0.0681852
260 -0.0249798 0.506724
39 -0.000145978 0.403901
70 0.237114 0.205996
474 -0.0538071 0.14431
56 0.144171 0.56034
577 -0.0189422 0.349439
290 0.107313 0.419151
463 -0.0701072 0.0788341
377 0.132509 0.580198
484 -0.0536206 0.253347
218 0.147428 0.0508608
63 -0.142863 0.405081
19 0.220138 0.0865522
208 -0.232097 0.107482
254 -0.0846447 0.500975
18 -0.113106 0.355737
510 -0.10866 0.352742
113 -0.0340452 0.336022
438 0.144192 0.353783
401 0.0255157 0.00321304
386 0.236518 0.00628499
512 -0.0279798 0.49481
225 -0.136944 0.370393
29 0.171667 0.677269
538 -0.0765707 0.248287
543 -0.0216188 0.267592
116 0.102895 0.256668
579 -0.00883178 0.576497
522 0.101704 0.0504838
8 0.177478 0.278132
645 0.11838 0.147658
66 0.0845667 0.261463
400 -0.23804 0.383189
546 0.106373 0.402629
291 0.0446205 0.340541
486 0.0716294 0.264062
554 0.240938 0.335027
472 0.0368267 0.486959
606 0.0743813 0.0492583
92 -0.0989453 0.519863
159 0.145893 0.230936
559 0.0128988 0.170863
47 -0.233107 0.352916
78 -0.00954647 0.463741
22 0.233047 0.318202
644 -0.0445116 0.218639
188 -0.0569204 0.528298
154 -0.207121 0.439567
9 -0.200366 0.0748569
4 -0.0961416 0.0744789
209 0.194486 0.539739
509 -0.123067 0.412729
507 0.176562 0.0742211
526 0.104165 0.29335
349 0.218122 0.447675
57 0.245182 0.23711
30 0.137731 0.391719
445 0.185853 0.399148
315 0.0264049 0.498013
383 -0.15214 0.143201
395 -0.149716 0.184746
250 0.0511448 0.537712
11 0.0162242 0.414412
612 0.0918347 0.410408
192 0.132217 0.312949
74 -0.10611 0.453313
528 0.118016 0.467606
467 0.0817241 0.644453
334 -0.0570752 0.479822
325 -0.106767 0.1843
84 -0.120536 0.411112
410 -0.0855703 0.268188
152 -0.239715 0.182587
640 0.104344 0.403677
437 0.0914402 0.617033
227 0.133079 0.13836
275 -0.0590018 0.42795
88 0.166178 0.369569
202 0.23355 0.111933
656 -0.182917 0.484313
155 -0.232495 0.222081
365 0.165779 0.0837394
599 0.0471507 0.329137
93 0.0894751 0.49388
362 -0.0460898 0.187759
330 -0.208867 0.415963
258 0.20996 0.744651
271 0.147574 0.40316
83 0.123554 0.118327
596 -0.236925 0.169712
569 -0.0959259 0.309578
111 -0.146632 0.194318
101 -0.0492126 0.293782
261 -0.0192803 0.0645486
239 0.181254 0.146053
480 -0.125222 0.0853876
193 0.0304667 0.429516
535 0.167497 0.172827
338 -0.205275 0.535841
278 0.136941 0.167321
302 0.159668 0.342573
314 -0.0537857 0.356396
500 -0.215429 0.315696
170 0.0460007 0.686715
487 -0.0254302 0.439044
353 0.0459657 0.508588
167 -0.095595 0.253282
597 0.0766737 0.413615
251 -0.206402 0.108969
630 -0.00790992 0.325214
59 0.219953 0.141537
532 -0.00637145 0.0891711
361 -0.119403 0.0177093
246 -0.231166 0.123018
77 0.148107 0.133431
435 -0.105749 0.24414
382 -0.0212723 0.386908
268 0.232947 0.157243
215 0.0750103 0.245105
620 0.0751691 0.273751
71 -0.249134 0.408906
217 -0.0569754 0.453739
109 0.154153 0.39485
44 0.136803 0.255922
373 -0.161914 0.143533
214 0.0179472 0.46777
626 0.151573 0.123321
72 -0.246992 0.436895
129 -0.0698324 0.521798
311 0.0617853 0.378479
582 -0.187035 0.294349
114 0.00107385 0.458673
399 0.096156 0.449487
283 -0.056002 0.405166
549 0.0134994 0.188115
319 -0.050263 0.179676
132 -0.084674 0.0982068
490 -0.087558 0.449616
397 0.0809785 0.288352
336 0.119661 0.267425
600 0.122261 0.0496759
355 -0.0289062 0.424482
533 -0.146274 0.104723
590 -0.246572 0.408925
331 -0.0291846 0.114821
137 0.187201 0.40488
150 -0.178596 0.365045
140 -0.0255657 0.183329
40 0.139367 0.309146
540 -0.0644662 0.17803
138 -0.215988 0.606311
6 -0.23718 0.298353
1 0.00363415 0.511967
634 -0.205941 0.110567
519 -0.214415 0.434986
508 0.0603837 0.455137
629 0.00874677 0.266085
625 0.0934963 0.149873
247 -0.244732 0.417045
327 -0.0452129 0.0259831
24 0.0578248 0.0252642
396 0.201896 0.428752
557 -0.117602 0.42294
565 -0.16599 0.454221
17 0.112837 0.321485
503 0.231859 0.235733
469 -0.0150599 0.345802
618 0.172045 0.0374985
511 -0.00826999 0.450111
635 0.112078 0.37075
146 -0.192783 0.545539
661 0.0418169 0.0521934
592 -0.174263 0.0735257
524 0.206259 0.281077
513 -0.137868 0.27252
570 -0.00248674 0.135181
158 -0.159585 0.221243
477 0.156172 0.0996386
402 0.0970316 0.610429
518 0.236825 0.364786
309 0.114815 0.30687
87 0.0122906 0.128573
199 -0.185746 0.0527836
476 0.254301 0.439924
564 -0.226319 0.0984004
560 0.128453 0.266094
371 0.0403266 0.433402
623 0.0722979 0.258544
418 -0.11657 0.650148
294 -0.147102 0.212512
135 -0.0700112 0.386583
16 0.0644617 0.123935
51 -0.0871909 0.252998
360 -0.221284 0.253467
595 -0.205267 0.304504
287 -0.236738 0.41357
76 0.188431 0.596516
514 0.154185 0.59428
567 -0.167535 0.262877
464 0.242492 0.0972491
506 -0.151083 0.197904
605 0.0432659 0.0060847
312 -0.154812 0.161321
60 0.0487631 0.234215
375 -0.168132 0.46619
120 -0.223208 0.129578
561 0.0553495 0.348116
609 0.00780917 0.269014
255 -0.0954351 0.386538
115 0.0653174 0.197408
613 0.0353227 0.386606
576 -0.128973 0.395478
348 -0.140142 0.577543
378 0.000582565 0.502004
203 -0.034133 0.237956
5 0.189118 0.350795
563 -0.18892 0.36363
479 -0.226051 0.0307136
601 0.190745 0.345748
550 0.0704794 0.290278
655 0.0935098 -0.00748587
568 0.223061 0.0513361
481 -0.120474 0.206003
598 0.185088 0.346987
504 0.183352 0.113966
296 0.0257178 0.440367
488 -0.0853466 0.467728
429 -0.0290201 -0.0428351
421 0.141403 0.124456
468 -0.242403 0.487991
52 0.157429 0.357306
483 -0.0900779 0.464636
466 0.0451204 0.438112
641 -0.0960549 0.225942
62 -0.020651 0.19258
173 -0.231925 0.385031
300 0.144596 0.184056
15 0.169518 0.281531
324 -0.0445561 0.248229
118 -0.085362 0.237929
160 0.035866 0.38502
46 0.233633 0.143054
534 0.00648091 0.0747611
389 0.0559926 0.025214
130 -0.22102 0.201084
181 -0.00449291 0.190968
122 -0.141911 0.363201
425 0.231715 0.625001
299 0.107503 0.219172
20 -0.157234 0.228621
372 0.167777 0.229984
100 0.0185613 0.349273
517 -0.042795 0.482784
32 -0.194648 0.172337
186 -0.0733957 0.284359
456 0.0585249 0.239664
407 -0.194697 0.247189
390 -0.116275 0.205184
335 -0.226255 0.194628
85 0.228157 0.0350112
493 0.032082 0.306895
345 -0.0636897 0.0846215
156 0.126092 0.27476
448 0.074389 0.289373
573 0.212107 0.449209
224 0.143643 0.245369
220 0.207462 0.231595
344 0.232454 0.487579
128 -0.00737371 0.365183
317 0.151578 0.405767
256 -0.0825601 0.414259
274 -0.233838 0.225872
33 0.00927798 0.190608
7 0.196281 0.342433
73 -0.199464 0.46631
413 0.0652051 0.413625
585 -0.174637 0.219816
531 0.109863 0.0259559
658 0.0530827 0.331165
45 -0.0341686 0.279135
374 -0.0321871 0.0249342
276 0.187914 0.304417
459 0.10166 0.138576
530 0.202543 0.175978
458 0.0425021 0.433869
323 0.122711 0.402262
133 -0.0795784 0.333118
347 -0.145588 0.478191
269 0.163527 0.444086
499 -0.0578334 0.118862
149 0.231575 0.157339
461 0.0655562 0.488981
498 -0.224675 0.317371
231 -0.0887115 0.303558
647 -0.0641678 0.403908
179 -0.122139 0.371272
244 -0.126379 0.274583
281 -0.155987 0.358949
615 0.00951676 0.191297
392 -0.0840317 0.231272
423 -0.15414 0.136314
86 0.0473454 0.452506
364 0.0608216 0.00546313
134 -0.222066 0.546742
89 -0.151518 0.287984
328 -0.0354404 0.125082
581 -0.22787 0.0841742
58 -0.174287 0.131308
222 -0.015174 0.350319
49 0.0626464 0.340951
34 -0.0183945 0.0840196
489 0.0402212 0.33867
91 -0.192489 0.163726
619 -0.117763 0.223778
112 -0.00519921 0.294223
270 0.012364 0.114061
306 0.139653 0.351345
515 0.196531 0.156502
415 0.179842 0.180714
157 -0.1169 0.359355
184 -0.106436 0.186432
593 0.216643 0.276984
295 -0.0129395 0.316738
2 0.0780201 0.418741
470 0.18964 0.362202
411 -0.0468444 0.315941
65 0.214456 0.372822
385 -0.22078 0.174275
433 -0.118999 0.489997
654 0.129722 0.279287
131 0.0313645 0.0497313
48 -0.0425844 0.188164
525 0.092727 0.213296
3 0.158756 -0.0700219
354 -0.00356001 0.130448
144 0.146963 0.142488
497 0.0686078 0.297844
551 0.158596 0.0895284
491 -0.114276 0.23587
367 0.126591 0.0318195
501 0.148405 0.124344
243 -0.0500991 0.517215
81 -0.0259569 0.204377
536 0.236741 0.206162
55 0.167112 0.176821
194 -0.168604 0.49041
126 -0.192339 0.293246
163 -0.104974 0.133494
142 0.106613 0.419442
441 0.0901222 0.210046
253 0.0722838 0.318696
272 0.109295 0.505643
642 -0.0911062 0.261505
432 0.176938 0.462488
