1982 2
1303 -0.498412 0.0572645
1576 -0.763156 -0.192797
1577 -0.879978 -0.476567
1529 -0.80062 -0.324373
1530 -0.99955 -0.172681
1527 -0.765741 -0.258727
357 -0.583105 -0.294807
356 -0.451565 -0.469323
1259 -0.775231 -0.610585
560 -0.506155 -0.119784
590 -0.310048 -0.180332
594 -0.375265 -0.350214
1475 -0.43372 -0.478018
464 -0.575008 -0.18381
455 -0.31189 -0.0401369
238 -0.569329 -0.182312
473 -0.526925 -0.173805
759 -0.450683 -0.0259662
940 -0.49057 9.2558e-05
387 -0.7926 -0.230742
1268 -0.351163 -0.408231
1139 -1.28235 -0.904103
796 -0.499642 -0.296465
635 -0.220374 -0.00984522
618 -0.487933 -0.163337
832 -0.386576 -0.280023
717 -0.479286 -0.510946
956 -0.305713 -0.263957
72 -0.854652 -0.390948
543 -0.573895 -0.435943
1682 -0.59586 -0.0177488
108 -0.820453 -0.479802
53 -0.442001 -0.459153
193 -0.575361 -0.141361
143 -1.07407 -0.583856
603 -0.26159 -0.22033
1892 -0.164184 -0.290584
1396 -0.73895 -0.459646
8 -0.592833 -0.221465
586 -0.408874 -0.0798181
572 -0.272632 -0.153576
1095 -0.352803 -0.136879
217 -0.587482 -0.374052
736 -0.791974 -0.149519
1785 -0.420952 0.00539946
887 -3.63724 -1.54148
1395 -0.705876 -0.145783
1044 -0.215395 -0.348911
810 -0.475946 -0.101148
1941 -0.672393 -0.465678
1942 -0.816174 -0.0968114
368 -0.828184 -0.625437
369 -0.65151 -0.132654
372 -1.03039 -0.593206
302 -0.637354 -0.105277
317 -0.915546 -0.46519
312 -1.09011 -0.280668
911 -0.371279 -0.194393
730 -0.422298 -0.374963
1980 -0.528698 -0.279393
1699 -0.944463 -0.242409
1891 -0.224274 -0.130401
924 -0.49615 -0.335768
173 -0.849737 -0.263968
151 -0.671741 -0.454767
133 -0.875033 -0.707905
1243 -0.751525 -0.0503838
1116 -0.695595 -0.431775
915 -0.37251 -0.216623
898 -0.619947 -0.605519
865 -0.81723 -0.281188
1521 -0.569034 -0.463704
869 -1.11576 -0.86023
1596 -0.563867 -0.339649
1202 -0.597058 -0.224528
80 -1.8673 -1.01225
589 -0.391746 -0.343843
674 -0.47106 -0.19175
672 -0.486472 -0.273132
291 -0.760734 -0.415143
1129 -0.454397 -0.486327
1130 -0.857379 -0.165255
1207 -0.293372 -0.373828
1248 -0.295183 -0.349922
696 -0.298825 -0.216033
38 -1.20554 -0.451123
938 -1.23974 -0.686155
990 -0.728735 -0.334835
1020 -0.423275 -0.225429
1614 -0.604966 0.021084
1434 -1.2821 -0.457452
1390 -0.544541 -0.143656
388 -1.4368 -0.542542
668 -0.85604 -0.540002
539 -0.64145 -0.378582
1200 -0.889594 -0.49019
1440 -0.928405 -0.282185
1442 -0.651368 -0.213976
878 -0.777822 -0.498709
882 -0.934384 -0.746138
1062 -0.552941 -0.185413
309 -1.63199 -0.724704
621 -0.4927 -0.31001
573 -0.421978 -0.0259662
1161 -0.432511 -0.228823
1281 -1.15396 -0.592944
766 -0.405847 -0.101228
1570 -0.695202 -0.0519085
444 -0.399485 -0.0912723
708 -0.523983 -0.369309
1889 -0.321347 -0.174182
785 -0.266226 -0.390388
64 -2.29019 -1.20205
1145 -0.448548 -0.35346
1276 -0.578894 -0.538036
1275 -0.724646 -0.297531
379 -0.493836 -0.430509
185 -0.616776 -0.392633
460 -0.277171 -0.37485
399 -0.416634 -0.286153
22 -0.749035 -0.247783
1690 -0.675283 -0.178048
902 -0.718102 -0.311546
36 -1.09837 -0.744966
27 -0.825245 -0.438518
1560 -0.408697 -0.329437
721 -0.810819 -0.575268
1522 -0.477245 -0.316997
1358 -0.728129 -0.189853
207 -0.632419 -0.16463
928 -0.580083 -0.396052
984 -0.888423 -0.127145
1412 -0.504851 -0.270953
914 -1.14132 -0.439455
1415 -0.442511 -0.192728
632 -0.459582 -0.215815
916 -1.53355 -0.938687
977 -0.869883 -0.638873
733 -0.56155 -0.591946
93 -0.848823 -0.506357
895 -0.40515 -0.0746538
1826 -0.259537 -0.105708
1048 -0.849631 -0.176501
881 -0.579526 -0.036178
879 -0.55586 -0.479021
34 -0.751859 -0.490244
51 -0.747319 -0.292038
1559 -0.323679 -0.232197
392 -0.500441 -0.417351
628 -0.332821 -0.30539
1251 -0.559969 -0.173507
114 -0.605006 -0.0628255
1178 -0.628485 -0.18913
1838 -0.25387 -0.183906
803 -0.283345 -0.350628
414 -0.347484 -0.314178
630 -0.66431 -0.193899
77 -0.436705 0.00105599
1334 -0.692066 -0.157125
1333 -0.982734 -0.37897
1837 -0.161395 -0.228359
1201 -1.17301 -0.453857
1633 -0.610733 -0.294559
1019 -0.615875 -0.539991
959 -0.622094 -0.228506
1669 -0.369755 -0.173617
1671 -0.520536 -0.148093
485 -1.14411 -0.333728
1192 -0.654793 -0.291591
1937 -0.52858 -0.093787
83 -1.44925 -0.583783
1870 -0.219204 -0.214187
1582 -0.837224 -0.168392
1581 -0.835568 -0.26202
1150 -0.236902 -0.288222
1156 -0.355185 -0.181682
1032 -0.666085 -0.491551
41 -0.757881 -0.48854
1190 -0.536598 -0.313617
489 -0.366328 -0.251941
426 -0.531754 -0.0932816
1057 -0.235242 -0.0974204
1035 -0.224676 -0.237829
525 -0.758284 -0.533508
527 -0.690903 -0.0929961
1842 -0.359146 -0.00910512
1850 -0.147592 -0.395126
1600 -0.617418 -0.34922
700 -0.433967 0.0688496
1072 -0.198063 -0.322083
1036 -0.484048 -0.0504536
7 -0.627727 -0.437375
184 -1.60031 -0.966695
402 -0.486332 -0.0437297
436 -0.392537 -0.082509
442 -0.313168 -0.273939
99 -0.671789 -0.0500636
94 -1.14598 -0.793625
119 -0.661183 -0.365367
283 -0.828817 -0.436802
244 -0.491471 -0.421563
234 -0.763621 -0.269956
1329 -0.571581 -0.261845
1583 -0.589292 -0.311828
218 -0.818514 -0.389417
1708 -0.608922 -0.473007
1707 -0.814821 -0.352319
1011 -0.770772 -0.214797
1152 -0.458292 -0.0169631
33 -0.827272 -0.232421
463 -0.514451 -0.347181
1689 -0.413282 -0.349518
1441 -0.773234 -0.257928
421 -0.402096 -0.0653351
468 -0.456294 -0.113369
1007 -0.578451 -0.255985
1008 -0.568638 -0.526772
592 -0.410982 -0.0936172
212 -0.807308 -0.282533
440 -0.399528 -0.283651
1182 -0.445278 -0.156039
1231 -0.575696 -0.211434
1195 -0.821611 -0.615235
778 -0.150544 -0.303758
389 -0.366702 -0.354435
465 -0.367513 -0.214927
1236 -0.51774 -0.182716
1212 -0.907375 -0.666536
1089 -0.480098 -0.0272406
896 -0.691501 -0.34119
1758 -0.534534 0.0299263
1765 -0.353611 -0.212104
67 -0.685521 -0.18647
891 -1.05363 -0.317173
1031 -0.251581 -0.220276
1066 -0.405629 0.0736736
1162 -0.420576 -0.0196414
1164 -0.360126 -0.127165
215 -0.485038 -0.0887339
343 -1.04259 -0.496802
213 -0.871267 -0.228784
1260 -0.709059 -0.300046
203 -1.05776 -0.623628
547 -0.322964 -0.185541
629 -0.382892 -0.417486
703 -0.596862 -0.15936
1515 -0.927434 -0.178376
875 -1.18842 -0.762528
648 -0.383583 -0.131217
211 -0.610237 -0.298653
1833 -0.249471 -0.390465
1372 -0.524333 -0.322601
412 -0.267229 -0.248
226 -0.525174 -0.316935
107 -0.496493 -0.161845
20 -0.838322 -0.236339
1865 -0.209154 -0.232733
432 -0.226893 -0.339051
335 -0.669338 -0.312774
1463 -0.709099 -0.567513
334 -0.750442 -0.198787
1283 -0.536956 -0.30045
1135 -0.888737 -0.304673
1807 -0.893539 -0.31263
1808 -0.547989 -0.0980158
1839 -0.30465 0.00798824
1702 -0.472032 -0.0728808
1683 -0.781855 -0.310556
564 -0.599371 -0.35652
1878 -0.204909 -0.139951
1886 -0.279905 -0.0122816
1326 -0.668171 -0.0755332
1384 -0.581963 -0.000441965
398 -0.618287 -0.238258
448 -0.589458 -0.443681
1023 -0.658825 -0.232231
358 -0.671583 -0.590018
106 -0.838236 -0.367163
967 -0.585398 0.032752
1805 -0.525817 -0.2774
1721 -0.861738 -0.520739
1803 -0.616722 -0.462121
1556 -0.528403 -0.454621
497 -0.518898 -0.493982
856 -0.514645 -0.304158
722 -1.521 -0.658777
228 -0.502375 0.033484
1187 -0.682411 -0.241554
488 -0.373297 -0.13546
233 -0.435788 -0.266915
909 -0.499441 -0.117787
286 -0.602782 -0.339311
505 -0.495655 0.0657394
449 -0.470087 -0.0323705
1819 -0.48541 -0.0761875
1828 -0.486718 -0.259878
1123 -0.764027 -0.257691
1379 -0.618347 -0.433615
1120 -0.689035 -0.461372
1117 -0.922456 -0.324843
1112 -0.431556 -0.284575
1882 -0.312842 0.0447584
854 -0.395303 -0.208424
1977 -0.694109 -0.430281
1976 -0.635704 -0.164812
654 -0.143083 -0.0374672
336 -0.594373 -0.178178
439 -0.304548 -0.353759
600 -0.483406 -0.380848
70 -0.712547 -0.3528
1572 -0.54033 -0.394985
1571 -0.65421 -0.129147
546 -0.425195 -0.276023
1746 -0.453173 0.0462252
1774 -0.444088 -0.339838
627 -0.250986 -0.12259
1009 -0.681726 -0.250516
1585 -0.533785 -0.218472
231 -0.891949 -0.365482
160 -0.703142 -0.086307
1405 -0.627258 -0.210956
1401 -0.706641 -0.301437
1625 -0.620459 -0.265734
1624 -0.811825 -0.263135
1626 -0.59781 -0.239144
1641 -0.619161 -0.390421
235 -0.662561 -0.16242
656 -0.735671 -0.464066
661 -0.541828 -0.109701
659 -0.681749 -0.38031
1247 -0.347614 -0.364012
1138 -1.48258 -0.473288
472 -0.578566 -0.294287
1722 -0.746097 -0.353687
1485 -0.551118 -0.345685
1483 -0.894079 -0.625003
1464 -0.570656 -0.138242
154 -1.25276 -0.607413
1465 -0.245497 -0.275911
739 -0.720529 -0.368029
314 -0.784002 -0.0973636
254 -0.526901 -0.395161
1686 -0.78699 -0.336807
1685 -0.695255 -0.374024
1295 -0.474925 -0.0659342
1311 -0.648612 -0.368943
1915 -0.337494 -0.0530963
1725 -0.269574 -0.320896
1578 -0.610893 -0.308573
1591 -0.553745 -0.476454
872 -0.973694 -0.213014
1599 -0.313562 -0.219796
105 -0.951841 -0.428291
604 -0.267125 -0.313639
1919 -0.261324 -0.207753
1653 -0.441747 -0.234694
1791 -0.402189 -0.339076
890 -0.595688 -0.291545
874 -0.730434 -0.461897
1505 -0.588467 -0.382156
1296 -0.33692 -0.355305
1929 -0.746261 -0.526003
1928 -0.794528 -0.213129
1142 -0.583201 -0.400648
284 -0.657179 -0.248562
526 -0.631993 -0.350465
1676 -0.64622 -0.183254
1884 -0.228535 -0.220786
673 -0.63272 -0.486228
447 -0.363398 -0.122097
458 -0.308138 -0.19167
1148 -0.38652 -0.0290014
752 -0.387259 -0.170271
1817 -0.130522 -0.404338
381 -0.50919 -0.307596
380 -0.469887 -0.134899
4 -0.644665 -0.36974
1733 -0.408437 -0.256761
1735 -0.467627 -0.0302705
988 -0.412556 -0.394719
859 -0.761227 -0.258762
1696 -0.599934 -0.194423
1730 -0.297116 0.0728133
411 -0.509984 -0.153841
362 -0.687799 -0.359176
361 -0.769674 -0.221041
405 -0.512733 -0.31337
647 -0.307208 -0.409636
304 -0.702281 -0.465447
100 -0.665554 -0.608235
761 -0.279708 -0.284088
802 -0.681393 -0.656685
1368 -1.44888 -0.430046
384 -0.45159 -0.046729
281 -1.00868 -0.413048
1874 -0.316126 0.0170071
775 -0.414924 -0.321489
457 -0.692859 -0.283209
1183 -0.503614 -0.153584
180 -0.747265 -0.558263
288 -0.813912 -0.276946
242 -0.737274 -0.354735
801 -0.279129 -0.23481
756 -0.501406 -0.412755
884 -0.327823 -0.338889
1692 -0.299001 -0.269221
266 -0.929602 -0.782459
1042 -0.327129 0.0856679
1069 -0.462156 -0.114434
1052 -0.382382 -0.282128
1349 -0.421878 -0.2567
407 -0.609139 -0.0591191
378 -0.941636 -0.613042
403 -0.804809 -0.0986664
1950 -0.706659 -0.442626
1658 -0.705452 -0.396668
1933 -0.166489 -0.190518
576 -0.471086 -0.0774547
1426 -0.534806 -0.49724
71 -0.84722 -0.497339
1173 -0.469465 -0.341045
912 -0.583867 -0.0469438
438 -0.527615 -0.0474535
996 -0.602721 -0.456065
690 -0.528178 -0.155744
1222 -0.472752 -0.0977511
1111 -1.24984 -0.918816
1213 -0.625334 -0.366805
1185 -0.346448 -0.166338
692 -0.560537 -0.256404
528 -1.02569 -0.416783
529 -0.549192 -0.181353
900 -0.833825 -0.315813
727 -0.541054 -0.576855
774 -0.261031 -0.190901
665 -0.394859 -0.444332
833 -0.356182 -0.193718
858 -0.442373 -0.331537
605 -0.277816 -0.092584
559 -0.472449 -0.203858
591 -0.194892 -0.134936
571 -0.601169 0.0448524
537 -0.437902 -0.217124
534 -0.904673 -0.443951
595 -0.518382 -0.199478
206 -0.631863 -0.199076
1006 -0.456381 -0.485675
1743 -0.461307 -0.298278
1777 -0.350317 0.0363365
1863 -0.178559 -0.247948
1221 -0.398812 -0.482821
179 -0.59359 -0.0987474
198 -0.739882 -0.384169
145 -0.896061 -0.358506
60 -0.52294 -0.266061
1790 -0.403415 -0.23653
1586 -0.617748 -0.129301
662 -0.721138 -0.45779
224 -0.442061 -0.250441
1904 -0.263231 -0.000612694
1335 -0.679476 -0.0832238
613 -0.141886 -0.1556
562 -0.3778 -0.376366
166 -0.630635 -0.163768
169 -0.70623 -0.405176
165 -0.918218 -0.31216
504 -0.595214 -0.0580343
1872 -0.252118 -0.0998657
510 -0.797756 -0.31053
11 -0.706748 -0.183819
511 -0.654834 -0.272683
1939 -0.541224 -0.139497
1381 -0.768711 -0.156068
191 -0.719879 -0.488547
1650 -0.848044 -0.111755
1744 -0.355628 -0.123092
1189 -0.487575 -0.276375
566 -0.259435 -0.262721
544 -0.541531 -0.0946048
506 -0.542782 -0.0898894
507 -0.614897 -0.586904
1767 -0.308293 -0.312199
1742 -0.321961 -0.211888
970 -0.679401 -0.146285
927 -0.608753 -0.208782
1404 -0.558037 -0.509716
1403 -0.909926 -0.205965
1402 -0.815281 -0.470863
1350 -0.6522 -0.316095
116 -0.807364 -0.518071
1330 -0.568705 -0.437026
892 -0.880757 -0.37965
919 -0.507569 -0.271143
976 -0.900668 -0.44492
1039 -0.196917 -0.368274
612 -0.28699 -0.151262
52 -0.69246 -0.219342
1343 -0.298852 -0.210481
1851 -0.284756 -0.138646
104 -0.876749 -0.240047
1433 -0.775387 -0.42887
1375 -0.476552 -0.312855
1380 -0.661859 -0.396496
1377 -0.657533 -0.221395
943 -0.329126 -0.345625
1898 -0.366691 0.0922968
1078 -0.502803 -0.00774118
574 -0.266875 -0.426354
265 -1.35398 -0.595441
305 -1.03088 -0.177198
1862 -0.29966 -0.0404963
1809 -0.749908 -0.372194
50 -0.834707 -0.420292
103 -0.778389 -0.37021
31 -1.20324 -0.248356
1902 -0.253583 -0.207291
332 -0.409847 -0.429515
273 -0.893654 -0.549015
905 -0.424979 -0.235986
276 -0.837723 -0.355132
1172 -0.438405 -0.400933
877 -0.576161 -0.373596
1934 -0.248522 0.100783
569 -0.380494 -0.0240431
1601 -0.413316 -0.220043
871 -0.931008 -0.325981
1466 -0.424416 -0.277342
575 -0.61585 -0.111531
751 -1.09891 -0.493
1348 -0.33546 -0.454786
1750 -0.350986 0.0347304
326 -0.444666 -0.0673236
677 -0.499444 -0.1891
141 -1.39725 -0.734208
175 -0.679812 -0.494601
170 -0.571387 -0.265442
1410 -0.600852 -0.190356
913 -1.13264 -0.539768
147 -1.66697 -0.630915
704 -0.577212 -0.33841
705 -0.9348 -0.482627
1728 -0.2953 -0.291307
1753 -0.424668 -0.167639
649 -0.422075 -0.292854
1153 -0.239224 -0.0116551
1675 -0.573106 -0.402118
124 -0.839313 -0.490508
1279 -0.338356 -0.30946
799 -0.433099 -0.00309788
798 -0.492868 -0.10896
329 -0.558338 -0.178783
271 -0.851912 -0.241065
870 -1.22347 -0.428329
1593 -0.541036 -0.0652068
502 -0.767278 -0.516007
512 -0.837242 -0.0790644
910 -0.702415 -0.124193
161 -0.60535 -0.328381
162 -0.739596 -0.157862
1285 -1.42457 -0.551113
853 -0.598998 -0.27667
1972 -0.762965 -0.232501
963 -0.421914 -0.337371
958 -0.43265 -0.14613
1147 -0.311983 -0.122654
1157 -0.268914 -0.0535953
68 -0.799849 -0.514296
246 -0.503635 -0.548955
754 -0.457405 -0.2419
1930 -0.589569 -0.360551
1931 -0.82713 -0.222211
1127 -0.826992 -0.416199
1611 -0.837684 -0.0847286
1458 -0.640061 -0.267983
790 -0.595644 -0.0992343
857 -0.360234 -0.252901
849 -0.520488 -0.22627
725 -0.513153 -0.444698
69 -0.948819 -0.585809
1121 -0.870134 -0.409089
109 -0.725116 -0.313288
1957 -0.638342 -0.212767
1956 -0.760151 -0.190615
174 -0.926088 -0.484554
257 -0.916086 -0.671926
723 -0.378381 -0.316997
726 -0.800452 -0.150021
1820 -0.304342 0.029729
1866 -0.312018 -0.104173
240 -0.795393 -0.631314
363 -0.763665 -0.257101
364 -0.586086 0.0565008
749 -0.599483 -0.146677
1792 -0.233205 -0.327699
599 -0.408822 -0.169712
42 -0.758576 -0.408209
320 -0.474819 0.0123606
313 -0.508096 -0.0762935
1566 -0.596169 -0.564854
643 -0.769416 -0.0592844
73 -1.39206 -0.422464
82 -0.555022 -0.126099
694 -0.437415 -0.410308
130 -0.880244 -0.274115
952 -0.434123 -0.229031
142 -1.00884 -0.345422
1885 -0.320117 -0.132214
1096 -0.758307 -0.00932741
1097 -0.446841 -0.479951
195 -0.63736 -0.307123
1901 -0.209662 -0.0713207
1906 -0.178023 -0.197533
1760 -0.389804 -0.325507
500 -0.43588 -0.406084
962 -0.272779 -0.316115
433 -0.469259 -0.00590236
1454 -0.966746 -0.267688
1799 -0.617299 -0.42824
1661 -0.283211 -0.428264
1327 -0.545194 -0.422023
1449 -0.499859 -0.303741
237 -0.835199 -0.724016
786 -0.368285 -0.027293
350 -0.723128 -0.339507
352 -0.502962 -0.25842
163 -0.491867 -0.557559
342 -1.45525 -0.696701
709 -0.597035 -0.306704
164 -0.487101 -0.371988
1397 -0.575191 -0.4967
897 -0.904045 -0.436423
1374 -0.545597 -0.409203
626 -0.14553 -0.166242
650 -0.422291 0.0852753
1756 -0.255788 -0.438134
1775 -0.478564 -0.252667
652 -0.239966 0.0123903
531 -0.52766 -0.344475
536 -0.682083 -0.206847
1323 -0.703998 -0.319654
153 -0.833137 -0.458205
134 -0.70895 -0.566464
1021 -0.437063 -0.244994
49 -1.04658 -0.675564
146 -0.560322 -0.123992
1297 -0.467509 -0.107251
18 -0.25528 -0.139617
1649 -0.606639 -0.432277
1909 -0.452947 -0.0951446
200 -0.718438 -0.237869
167 -0.832167 -0.285373
1241 -0.928875 -0.285027
1171 -0.475959 -0.32241
287 -0.521517 -0.454254
957 -0.346515 -0.300128
920 -0.563907 -0.428959
655 -0.782614 -0.344373
719 -0.685798 -0.409105
1425 -0.556512 -0.136317
899 -0.380818 -0.295759
1165 -0.56609 -0.229818
641 -0.0942871 -0.317385
1159 -0.35711 -0.390714
1059 -0.319365 -0.0402508
579 -0.458922 -0.169206
1098 -0.559619 -0.350259
784 -0.743356 -0.429587
1273 -0.579005 -0.266563
1269 -0.293151 -0.396602
1757 -0.255219 -0.430154
1782 -0.346252 -0.315432
487 -0.347568 -0.147051
699 -0.534551 -0.457862
697 -0.664995 -0.428822
1237 -0.484157 -0.482678
960 -0.374879 -0.359897
935 -0.39514 -0.31796
43 -0.702175 -0.178527
1301 -0.424303 -0.0745137
1291 -0.459944 -0.24732
549 -0.559394 -0.0936879
279 -0.790538 -0.227002
355 -0.823194 -0.492058
354 -0.608278 -0.318821
1787 -0.495152 -0.141342
135 -0.829124 -0.422127
382 -0.384329 -0.0202425
26 -1.12971 -0.525478
1225 -0.635709 -0.358571
1229 -0.817426 -0.458663
1370 -0.543512 -0.308981
1369 -0.606975 -0.373041
1489 -0.569115 -0.413929
570 -0.317879 -0.0402903
763 -0.594612 -0.061695
1076 -0.390562 -0.215649
607 -0.36993 -0.0196764
295 -0.595913 -0.260488
293 -1.03728 -0.43465
987 -0.863479 -0.209235
1740 -0.212106 -0.444101
1729 -0.348536 -0.24887
115 -0.562746 -0.376785
1364 -0.633523 -0.357213
1365 -0.788421 -0.215482
1131 -0.65181 -0.437051
1140 -0.750172 -0.517955
408 -0.589282 -0.411006
477 -0.485172 -0.206791
814 -0.374344 -0.298879
1561 -0.286559 -0.356645
1051 -0.111528 -0.286967
429 -0.414441 -0.0853313
483 -0.618633 -0.390468
1674 -0.561637 -0.173675
1353 -0.529386 -0.0779061
862 -0.314372 -0.346186
1876 -0.181949 -0.215858
1855 -0.237998 -0.275178
1813 -0.162194 0.0965143
1056 -0.283842 0.00344937
509 -0.65859 -0.330314
768 -0.314593 -0.329505
1666 -0.0973847 -0.129017
1558 -0.405648 -0.160122
1092 -0.485831 -0.21978
1452 -0.623468 -0.348137
1393 -0.75235 -0.461908
394 -0.386779 -0.43881
791 -0.342903 -0.157627
855 -0.410658 -0.383086
344 -0.65502 -0.424699
40 -0.888633 -0.522133
813 -0.306945 -0.306995
691 -0.602108 -0.145128
1074 -0.261475 -0.271219
787 -0.360643 -0.024464
210 -0.478549 -0.427594
1420 -0.640544 -0.292938
1027 -0.789827 -0.237912
710 -0.52714 -0.260528
663 -0.704828 -0.652136
711 -0.458269 -0.162673
1549 -0.248277 -0.398193
1181 -0.448217 -0.220815
272 -0.831843 -0.580415
333 -0.545608 -0.22545
1659 -0.421043 -0.155349
1126 -0.856551 -0.187334
1592 -0.517472 -0.165234
1598 -0.676961 -0.02131
1704 -0.58667 -0.401506
1703 -0.641571 -0.243637
829 -0.363238 -0.0382106
1979 -0.810142 -0.160172
1978 -0.69932 -0.443601
657 -0.431957 -0.427384
159 -0.926248 -0.258249
1535 -0.668792 -0.402201
906 -0.749099 -0.292199
715 -0.860454 -0.289086
1137 -0.791096 -0.247344
620 -0.337641 -0.118453
995 -0.587893 -0.0382647
998 -0.412991 -0.12348
973 -0.414799 -0.188963
65 -0.714116 -0.415808
1657 -0.697548 -0.129694
330 -0.872337 -0.255173
331 -0.918372 -0.216973
1896 -0.201913 -0.00928379
1854 -0.343318 -0.126541
395 -0.364406 -0.30396
390 -0.492494 -0.158705
836 -0.268752 -0.14479
844 -0.466112 -0.0181214
1482 -0.256349 -0.273674
720 -0.680174 -0.410078
682 -0.58398 -0.0226102
839 -0.418482 -0.0103541
1907 -0.286824 -0.268449
1376 -0.630075 -0.435065
1800 -0.43297 -0.133121
1427 -0.22031 -0.0641159
87 -0.72624 -0.124971
1610 -0.403961 0.083526
1589 -1.46854 -0.392527
1966 -0.581567 -0.58167
1965 -0.725017 -0.473422
1967 -0.740056 -0.397233
1968 -0.76448 -0.248985
1488 -0.475072 -0.289463
303 -0.768999 -0.317847
675 -0.509105 -0.370417
1170 -0.403373 -0.347757
1924 -0.385542 -0.270196
764 -0.49064 -0.342114
770 -0.233759 -0.256268
545 -0.528149 -0.286411
969 -0.295656 -0.330726
922 -0.555223 -0.192067
1830 -0.235722 -0.138791
1450 -0.572986 -0.396449
1946 -0.855242 -0.104097
1945 -0.561946 -0.585223
1823 -0.0875957 -0.360977
1546 -0.464416 0.0457978
14 -0.689885 -0.312422
701 -0.593852 -0.287516
1755 -0.405508 -0.161287
479 -0.513814 -0.138457
1012 -0.506155 -0.502585
1022 -0.399665 -0.0631951
1604 -0.549417 -0.357658
1609 -0.667695 -0.481594
138 -0.53614 -0.543849
1845 -0.140755 -0.288845
1749 -0.242725 -0.281632
1136 -0.71475 -0.480448
1298 -0.35761 -0.0801678
45 -0.479583 -0.269043
29 -0.908172 -0.330208
46 -0.302504 -0.261314
1217 -1.0019 -0.772113
1216 -0.539925 -0.280349
1223 -0.535696 -0.267723
1691 -0.433102 -0.129748
248 -0.597633 -0.234055
431 -0.198403 -0.424432
476 -0.253455 -0.369301
81 -0.536931 -0.0177176
91 -0.736964 -0.00205832
583 -0.414937 -0.15242
1266 -0.446322 -0.415551
1568 -0.532716 -0.00354346
1496 -0.502902 -0.244819
